n2,30/50,30.0/50.0,30.075/49.925,30.263642132/49.736357868,30.3980754696/49.6019245304,30.5618862995/49.4381137005,30.7153730135/49.2846269865,30.8775867209/49.1224132791,31.0396834637/48.9603165363,31.2060625959/48.7939374041,31.3748751995/48.6251248005,31.547244765/48.452755235,31.7229185733/48.2770814267,31.9023187425/48.0976812575,32.0855829396/47.9144170604,32.2730186604/47.7269813396,32.4648969389/47.5351030611,32.661555564/47.338444436,32.8633599626/47.1366400374,33.070732132/46.929267868,33.2841508822/46.7158491178,33.5041688659/46.4958311341,33.731426766/46.268573234,33.9666753791/46.0333246209,34.2108033172/45.7891966828,34.4648752464/45.5351247536,34.7301844521/45.2698155479,35.0083275711/44.9916724289,35.3013137352/44.6986862648,35.6117298137/44.3882701863,35.9430014047/44.0569985953,36.299827378/43.700172622,36.6889535194/43.3110464806,37.1206774116/42.8793225884,37.6121594603/42.3878405397,38.1961911023/41.8038088977,38.9531258245/41.0468741755,40.2555570276/39.7444429724,39.5724931553/40.4275068447,39.3851952346/40.6148047654,38.1752909262/41.8247090738,40.69301458/39.30698542,37.7433134497/42.2566865503,40.5317857298/39.4682142702,40.4758939817/39.5241060183,40.9785897575/39.0214102425,-0.595846547704/80.5958465477,2.46786606409/77.5321339359,0.591074839635/79.4089251604,1.58536204827/78.4146379517,1.14776635695/78.852233643,1.42396649992/78.5760335001,1.34438684113/78.6556131589,1.4422162631/78.5577837369,1.45166645194/78.5483335481,1.50523104299/78.494768957,1.53686399933/78.4631360007,1.57948843268/78.4205115673,1.61669298668/78.3833070133,1.65665854207/78.3433414579,1.69530731737/78.3046926826,1.73467215319/78.2653278468,1.77373992509/78.2262600749,1.81301582428/78.1869841757,1.85224821657/78.1477517834,1.89156271685/78.1084372832,1.93089689812/78.0691031019,1.97028206475/78.0297179352,2.00970280151/77.9902971985,2.04916698145/77.9508330186,2.08867087067/77.9113291293,2.12821652167/77.8717834783,2.16780310376/77.8321968962,2.20743122435/77.7925687757,2.24710077505/77.7528992249,2.28681200528/77.7131879947,2.32656498715/77.6734350129,2.36635988215/77.6336401179,2.40619680828/77.5938031917,2.44607590627/77.5539240937,2.48599730657/77.5140026934,2.52596114582/77.4740388542,2.56596755865/77.4340324414,2.60601668176/77.3939833182,2.64610865191/77.3538913481,2.68624360695/77.3137563931,2.72642168526/77.2735783147,2.76664302608/77.2333569739,2.80690776935/77.1930922307,2.84721605578/77.1527839442,2.88756802684/77.1124319732,2.92796382477/77.0720361752,2.96840359258/77.0315964074,3.00888747406/76.9911125259,3.04941561378/76.9505843862,3.08998815711/76.9100118429,3.13060525022/76.8693947498,3.17126704007/76.8287329599,3.21197367443/76.7880263256,3.25272530191/76.7472746981,3.2935220719/76.7064779281
n3,40/40,39.925/40.075,39.9619332494/40.0380667506,39.943175677/40.056824323,39.950929089/40.049070911,39.9460248837/40.0539751163,39.9470654648/40.0529345352,39.9452253931/40.0547746069,39.9446755825/40.0553244175,39.9434397872/40.0565602128,39.94244199/40.05755801,39.9412395649/40.0587604351,39.9400306268/40.0599693732,39.9387117436/40.0612882564,39.9373186774/40.0626813226,39.9358203808/40.0641796192,39.9342143813/40.0657856187,39.9324820281/40.0675179719,39.9306084447/40.0693915553,39.9285724395/40.0714275605,39.9263499038/40.0736500962,39.9239106356/40.0760893644,39.9212175532/40.0787824468,39.9182239617/40.0817760383,39.9148703971/40.0851296029,39.9110796717/40.0889203283,39.9067495787/40.0932504213,39.9017414931/40.0982585069,39.8958620229/40.1041379771,39.8888320493/40.1111679507,39.8802316086/40.1197683914,39.869394953/40.130605047,39.8551930399/40.1448069601,39.8355294233/40.1644705767,39.8059771363/40.1940228637,39.7551416365/40.2448583635,39.6413363032/40.3586636968,39.0895489648/40.9104510352,41.0984457696/38.9015542304,38.9592808571/41.0407191429,42.2812768818/37.7187231182,38.6767014117/41.3232985883,41.0336153219/38.9663846781,39.2552497279/40.7447502721,40.9599026315/39.0400973685,37.9704896001/42.0295103999,41.2640820045/38.7359179955,39.3500421014/40.6499578986,40.3046439235/39.6953560765,39.8287928054/40.1712071946,40.065992386/39.934007614,39.9477326305/40.0522673695,40.0066651832/39.9933348168,39.9772686551/40.0227313449,39.9919028729/40.0080971271,39.9845883819/40.0154116181,39.988214839/40.011785161,39.986387414/40.013612586,39.9872785514/40.0127214486,39.9868145019/40.0131854981,39.9870259098/40.0129740902,39.9869005646/40.0130994354,39.9869430168/40.0130569832,39.9869017673/40.0130982327,39.9869021776/40.0130978224,39.9868817602/40.0131182398,39.9868716618/40.0131283382,39.986856357/40.013143643,39.9868435842/40.0131564158,39.9868294858/40.0131705142,39.9868159843/40.0131840157,39.9868021211/40.0131978789,39.9867883737/40.0132116263,39.9867745037/40.0132254963,39.9867606296/40.0132393704,39.9867466921/40.0132533079,39.9867327203/40.0132672797,39.9867186993/40.0132813007,39.9867046363/40.0132953637,39.9866905274/40.0133094726,39.986676374/40.013323626,39.9866621752/40.0133378248,39.986647931/40.013352069,39.986633641/40.013366359,39.9866193052/40.0133806948,39.9866049231/40.0133950769,39.9865904946/40.0134095054,39.9865760194/40.0134239806,39.9865614973/40.0134385027,39.9865469279/40.0134530721,39.9865323111/40.0134676889,39.9865176466/40.0134823534,39.9865029342/40.0134970658,39.9864881734/40.0135118266,39.9864733642/40.0135266358,39.9864585063/40.0135414937,39.9864435992/40.0135564008,39.9864286429/40.0135713571,39.986413637/40.013586363,39.9863985813/40.0136014187,39.9863834754/40.0136165246
